id,nama,rating,review,waktu
ChZDSUhNMG9nS0VJQ0FnSUNCdkktTEJBEAE,Toni Delaga, 5 bintang ,"Bagus, free internet, bisa pinjem komputer, saran untuk lift nya harus di atur lantainya supaya tidak numpuk",sebulan lalu
ChZDSUhNMG9nS0VJQ0FnSUNCdkkzYkxBEAE,Alisya Sulaimah Gustav, 4 bintang ,,sebulan lalu
ChdDSUhNMG9nS0VJQ0FnSUNCM0tmOHFRRRAB,Ardyan Suwanhara, 5 bintang ,,sebulan lalu
ChdDSUhNMG9nS0VJQ0FnSUNCN1BlWHZnRRAB,solikul zazil, 5 bintang ,Bagi pengunjung yg karyawan boleh di tambah waktu berkunjung.,sebulan lalu
ChdDSUhNMG9nS0VJQ0FnSUNCcktqMWlBRRAB,me oktabella, 5 bintang ,"Tempat yg nyaman untuk mengerjakan tugas akhir, hanya kalau sedang ramai ramainya susah mendapatkan lift, jd hrs menunggu cukup lama..
Makan dan minum aku saranin untuk GO-FOOD ajaa, supaya kalian lbh puas dan kenyang",sebulan lalu
ChdDSUhNMG9nS0VJQ0FnSUNCek1mUnZnRRAB,rahma yumita, 5 bintang ,,sebulan lalu
ChZDSUhNMG9nS0VJQ0FnSUNCOUlEOE9REAE,Ibnu Marzuq, 5 bintang ,Perpusnas Amazying,sebulan lalu
ChZDSUhNMG9nS0VJQ0FnSUNCMU5mSklBEAE,Ellia Shafira, 5 bintang ,"Perpustakaan nasional memiliki koleksi yang lengkap serta petugas yang berkompeten, fasilitasnya juga lengkap ada lift, mushola bersih, toilet bersih, tersedia juga kantin kalau laper gausah bingung. Pelayanan cepat tanggap, ramah, pokoknya the best banget perpusnas ☺️👍 …",sebulan lalu
ChdDSUhNMG9nS0VJQ0FnSUNCMUtLNjhRRRAB,aki atsui, 5 bintang ,"Lengkap,, wajib dateng. Ga ada alesan buat ga kesini.",sebulan lalu
ChZDSUhNMG9nS0VJQ0FnSUNCeEo2ZkNREAE,Angga Eka Purnama, 5 bintang ,,sebulan lalu
ChZDSUhNMG9nS0VJQ0FnSUNCeElTcktREAE,syahrul ramadhan, 5 bintang ,,sebulan lalu
ChZDSUhNMG9nS0VJQ0FnSUNCaE9lZkVBEAE,ukhti nabila, 5 bintang ,,sebulan lalu
ChZDSUhNMG9nS0VJQ0FnSUNCaFB2TVdBEAE,Eka Rahma, 5 bintang ,1 gedung banyak bacaan. Eskalator ada sampai ke lantai 4. Selain itu naik lift. Kantin di lantai 4. Mushola lantai 6. Fotokopi lantai 3,sebulan lalu
ChZDSUhNMG9nS0VJQ0FnSUNCaEwzcGZ3EAE,fadjar fadhillah, 5 bintang ,Peluncuran Buku Chappy Hakim,sebulan lalu
ChZDSUhNMG9nS0VJQ0FnSUNCaElXSllnEAE,Riki Gana S, 5 bintang ,"Referensi yang komplit, juga tempat yang nyaman.",sebulan lalu
ChZDSUhNMG9nS0VJQ0FnSUNCbUt2YkRREAE,A.M, 5 bintang ,,sebulan lalu
ChZDSUhNMG9nS0VJQ0FnSUNCbVAyU0dnEAE,Eunike Aritonang, 5 bintang ,"Awesome library!!

(Diterjemahkan oleh Google)
Perpustakaan yang luar biasa!!",sebulan lalu
ChdDSUhNMG9nS0VJQ0FnSUNCbUwyUTZRRRAB,Rizky Firman Syah, 5 bintang ,,sebulan lalu
ChZDSUhNMG9nS0VJQ0FnSUNCbUxxZFV3EAE,Afriza Sari Subandi, 5 bintang ,,sebulan lalu
ChZDSUhNMG9nS0VJQ0FnSUNCbUtyQ2N3EAE,Suharjono, 5 bintang ,Recomended untuk pelajar dan mahasiswa.,sebulan lalu
ChdDSUhNMG9nS0VJQ0FnSUNCNkxtcDV3RRAB,Annisa Afrilla, 5 bintang ,,sebulan lalu
ChdDSUhNMG9nS0VJQ0FnSUNCeUxiSHl3RRAB,Prayogi Yogi, 5 bintang ,,sebulan lalu
ChZDSUhNMG9nS0VJQ0FnSUNCaU1lWFZREAE,I'anatul Mahmudah, 5 bintang ,,sebulan lalu
ChdDSUhNMG9nS0VJQ0FnSUNCOExuZ3N3RRAB,Masudi Muh, 5 bintang ,,sebulan lalu
ChdDSUhNMG9nS0VJQ0FnSUNCOE5tSTNBRRAB,Bis Niso, 4 bintang ,"(Diterjemahkan oleh Google) anu

(Asli)
Anu",sebulan lalu
ChdDSUhNMG9nS0VJQ0FnSUNCOEthTm9RRRAB,Budi Hartanto, 5 bintang ,"Perfect Place!

(Diterjemahkan oleh Google)
Tempat terbaik!",sebulan lalu
ChdDSUhNMG9nS0VJQ0FnSUNCOEpyX3V3RRAB,Muhammad Alif Fathan, 5 bintang ,fasilitas dan view dri lantai 24 nya juara,sebulan lalu
ChZDSUhNMG9nS0VJQ0FnSUNCOElxakpREAE,Hasmi Susanto, 5 bintang ,Tempat yg nyaman untuk membaca,sebulan lalu
ChZDSUhNMG9nS0VJQ0FnSUNCMEt1LWJ3EAE,ROYANIH NOVAL, 5 bintang ,Alhamdulillah banyak membantu pelajar dalam mencari buku buku,sebulan lalu
ChZDSUhNMG9nS0VJQ0FnSUNCMFBYTklnEAE,Yadilla Tri Qiarini, 5 bintang ,"SUPER RECOMENED!! buat kalian yang nyari buku dan refensi tempatnya super nyaman dan fasilitas sangat mendukung untuk belajar dan baca

buat kalian yang cuma berkunjung dan nyari pengalaman dijamin terkesan dan betah meskipun bukan book fan.

perpusnas dilengkapi juga dengan kantin, mini museum dan pameran dari sejarah sampai teknologi modern.

So, apapun genre kalian bakal ke cover di perpusnas yang ujungnya meningkatkan minat baca dan berkunjung. belum lagi view monas dan suasana yang enak bangettt, berasa dikeliling hal positif",sebulan lalu
ChZDSUhNMG9nS0VJQ0FnSUNCb1BidVdREAE,Aditya Nandipinta, 5 bintang ,"Setelah pandemi beberapa lama dan kebetulan ada waktu kosong, akhirnya aku pergi ke Perpustakaan Nasional yang ada di selatan Monas (Medan Merdeka Selatan). Sebenarnya, Perpustakaan Nasional ada juga yang di Salemba, tapi sekarang yang Salemba lebih buat kantor Perpusnas. Mungkin aku bakal cerita step-by-step dari transportasi, pendaftaran/penitipan, koleksi, fasilitas, dan kesimpulan:

Pertama tentang transportasi umum ke Perpusnas. Kebetulan aku dari daerah Sudirman, jadi aku naik Transjakarta Koridor 1 (Blok M-Kota) yang ke arah Kota dan turun di Halte Monas. Dari Halte Monas aku naik Transjakarta lagi (Rute: 1A, 2, 5C, 7F, 2A) untuk turun di Halte Balaikota. Dari Halte Balaikota tinggal keluar dan nyebrang. Tapi, semisal males transit, bisa aja turun di Bank Indonesia, abis itu jalan kearah timur ke Perpusnas. Untuk poin pertama ini bisa aku simpulkan Perpusnas sangat gampang dijangkau transportasi umum.

Kedua tentang pendaftaran, penitipan dkk. Dari gerbang pintu masuk, bakal masuk dulu ke museum dahulu, nanti setelah lewat museum itu bakal ketemu sama Gedung Perpusnas yang gampang tercirikan. Setelah itu masuk ke dalam gedung dan disuguhi oleh rak buku yang tingginya sekitar 3-4 lantai. Oh ya, jangan lupa minta buat kunci loker di lantai 1 (ground/dasar). Tas ditaruh di loker dan barang-barang yang akan dibawa ditaruh di tas yang dikasih pas minta kunci. Selanjutnya misal belum punya kartu anggota, berarti harus ke lantai dua dahulu buat cetak kartu. Saranku, lebih baik daftar dulu keanggotaan lewat web di rumah, biar pas di lantai dua tinggal cetak dengan bawa KTP & sebut nomor keanggotaan (nomornya sama dengan NIK). Secara pendaftaran dan penitipan, menurutku ngga seberapa susah.

Ketiga tentang koleksi, karena ini perpustakaan yang merepresentasikan Indonesia (nasional) jadi tidak perlu banyak komentar, yang pasti banyak banget buku-bukunya. Tapi semisal mau baca-baca buku, lebih baik cari dahulu buku yang mau dibaca (apakah boleh dipinjam/tidak, lokasi buku di lantai berapa) lewat OPAC atau Onesearch biar ngga bingung pas di sana.

Keempat tentang fasilitas. Ada 24 lantai, di dekat lift bakal ada penjelasan setiap lantainya buat apa. Kalau mau novel, ada di lantai 21/22. Kalau ingin makan ada di lantai 4. Kalau ingin menggunakan komputer ada di lantai 19. Kalau mau shalat ada di lantai 19, 12, dan 6. Kalau mau liat pemandangan Jakarta, bisa ke rooftop di lantai 24. Overall buat meja kursi banyak banget, tapi cari yang senyamannya aja. Wifi ada di setiap lantai, kalau misal bingung passwordnya, passwordnya yakni smartlibrary. Fasilitas benar-benar lengkap, cuma yang PR itu liftnya cukup lama.

Kalau bisa dibuat ringkasan:
1. Aksesibilitas dengan Transjakarta mudah, tinggal turun di Halte Balaikota. Semisal bingung, patokan dari Monas itu ke Balaikota ada 1A, 2, 5C, 7F, dan 2A.
2. Loker di lantai 1, cetak kartu anggota di lantai 2 dan disarankan daftar keanggotaan dahulu di web Perpusnas.
3. Biar ngga bingung mau baca buku apa, dibuat list buku yang mau dibaca dan dicek availabilitasnya lewat OPAC atau Onesearch.
4. Datang lebih pagi lebih baik buat dapat tempat yang nyaman.
5. Liftnya cukup lama, karena ramai pengunjung.
6. Password wifi: smartlibrary
7. Jam buka: Senin-Jumat (8.00-21.00), Sabtu/Minggu (9.00-16.00)

Perpusnas bisa aku katakan cocok buat yang mau nugas atau membaca buku. Rating keseluruhan: 4.75/5.00 (minus 0.25 karena liftnya ramai).",sebulan lalu
ChZDSUhNMG9nS0VJQ0FnSUNCb1ByVkhnEAE,Ellavita Maria, 5 bintang ,Adem,sebulan lalu
ChZDSUhNMG9nS0VJQ0FnSUNCb0l5UFhREAE,Akbarjay, 5 bintang ,,sebulan lalu
ChZDSUhNMG9nS0VJQ0FnSUNCd0kyZFhnEAE,Ahmad Nur Fais, 5 bintang ,,sebulan lalu
ChdDSUhNMG9nS0VJQ0FnSUNCZ01QVjZRRRAB,Ahmad Junaedi, 5 bintang ,Suasana nyaman membuat tenang dalam mencari referensi,sebulan lalu
ChZDSUhNMG9nS0VJQ0FnSUQtMzdXREFnEAE,Dini Probojati, 5 bintang ,Tempat yang bagus untuk yang haus akan ilmu pengetahuan khususnya untuk belajar tentang Indonesia..plus very nice view dari atas!!!,sebulan lalu
ChZDSUhNMG9nS0VJQ0FnSUQtM19MQ1JBEAE,Zahra Salshabilla, 5 bintang ,,sebulan lalu
ChdDSUhNMG9nS0VJQ0FnSUQtMy1pTzJnRRAB,1. 2. Renaldi Wirayuda. geografi, 5 bintang ,,sebulan lalu
ChdDSUhNMG9nS0VJQ0FnSUQtbi1PWHFnRRAB,Ade Saputra28, 5 bintang ,,sebulan lalu
ChZDSUhNMG9nS0VJQ0FnSUQtajdtT2RREAE,Arfan, 5 bintang ,,sebulan lalu
ChZDSUhNMG9nS0VJQ0FnSUQtdC12RVpnEAE,Aminatul Khoiriyah, 5 bintang ,,sebulan lalu
ChZDSUhNMG9nS0VJQ0FnSUQtcDl6dldREAE,Rahmat Syukri, 5 bintang ,,sebulan lalu
ChZDSUhNMG9nS0VJQ0FnSUQtcDRTcVZBEAE,agung wibowo, 5 bintang ,,sebulan lalu
ChZDSUhNMG9nS0VJQ0FnSUQtcDdEelF3EAE,Rindy Rachmawati, 5 bintang ,,sebulan lalu
ChZDSUhNMG9nS0VJQ0FnSUQteDVqV0F3EAE,Andre Villa Boas, 1 bintang ,yg ngasih nomor loker hari ini ketus amat.. emak2 berkerudung..gue tandain lu..,sebulan lalu
ChZDSUhNMG9nS0VJQ0FnSUQtaF9PWmVREAE,#257 IHYA ULUM FIRDAUS, 3 bintang ,,sebulan lalu
ChdDSUhNMG9nS0VJQ0FnSUQtdV9DYWp3RRAB,mii onyxblue, 5 bintang ,,sebulan lalu
ChZDSUhNMG9nS0VJQ0FnSUQtbTR2aWFnEAE,Wahyu Nurhabib, 5 bintang ,,sebulan lalu
ChZDSUhNMG9nS0VJQ0FnSUQtbS1QYkh3EAE,Muhammad Noor Afnan, 5 bintang ,,sebulan lalu
ChZDSUhNMG9nS0VJQ0FnSUQtbTRQWktREAE,Obie Robiatul, 5 bintang ,,sebulan lalu
ChdDSUhNMG9nS0VJQ0FnSUQtbV9uQmp3RRAB,Fajri Siregar, 5 bintang ,Ramai dikunjungi bukan hanya untuk ambil foto tapi juga untuk mencari ilmu. Kuy.,sebulan lalu
ChZDSUhNMG9nS0VJQ0FnSUQ2OF9xY05nEAE,Alief Zulfahri, 5 bintang ,"Overall tempatnya enak, nyaman, wifi kencang, toilet bersih dan wangi cuma minusnya hanya di lift yang sangat² lambat",sebulan lalu
ChdDSUhNMG9nS0VJQ0FnSUQtbTluTXlBRRAB,farita putri, 5 bintang ,,sebulan lalu
ChdDSUhNMG9nS0VJQ0FnSUQtbTdITG9RRRAB,Mahsya, 5 bintang ,,sebulan lalu
ChdDSUhNMG9nS0VJQ0FnSUQtbTk2YXlRRRAB,muhammad alifyah, 5 bintang ,,sebulan lalu
ChdDSUhNMG9nS0VJQ0FnSUQtbTRERTdRRRAB,I Rye, 5 bintang ,"Satpam ramah, lingkungan bersih, toilet dibawah rusak, tolong diperbaiki dan ada beberapa ruangan yg tidak dibuka untuk umum.",sebulan lalu
ChZDSUhNMG9nS0VJQ0FnSUQtNi0ta1ZBEAE,Siti Chaerunnisa, 5 bintang ,,sebulan lalu
ChZDSUhNMG9nS0VJQ0FnSUQtNjUya0RBEAE,1SB01_Jelita Rustyann, 5 bintang ,"tempat terbaik kalo lagi mau sendirian, baca buku sambil dengerin musik",sebulan lalu
ChZDSUhNMG9nS0VJQ0FnSURlNHVhUExREAE,Ruly Jamal, 5 bintang ,Rekomendasi buat semua pihak yg membutuhkan sarana dan prasarana terkait perpustakaan. Top,sebulan lalu
ChdDSUhNMG9nS0VJQ0FnSUQtNjh5dDZ3RRAB,indirawaty batubara, 5 bintang ,"Perpustakaan dgn fasilitas gedung yg mewah,mushalla toilet dan kafe terletak sampai 21 lantai dgn klasifikasi sesuai buku"" yg di cari...gampang dijangkau dgn kendaraan umum parkir luas...
Arghhh senenggg kesini jikalau warga jakarta tak memanfaatkan perpustakaan ini sangat disayangkan mengingat daerah"" lain masih terbatas buku"" yg ada...",sebulan lalu
ChdDSUhNMG9nS0VJQ0FnSUQtcV9UOXVnRRAB,Natasha Arini, 5 bintang ,"Sungguh sangat disayangkan jika waktu kalian tidak dihabiskan disini. Fasilitas mantap pol disemua lantai, akses kendaraan gampang, parkiran gratis, kantin bagus dan bersih harga rata2 start goceng ampe 35k, wifi kenceng. Buru lah lu pada kesini bengong bae juga gapapa ratapi idup sekalian. Hening, sunyi, disuguhi pemandangan. Ayo buruan pakai fasilitas negara guys",sebulan lalu
ChZDSUhNMG9nS0VJQ0FnSUQtaTZtTVpnEAE,Aji Trio Pamungkas, 5 bintang ,"Perpustakaan tertinggi di dunia. Tempat paling cocok untuk cari referensi buku, mengerjakan tugas sekolah, kuliah, atau kerja.",sebulan lalu
ChZDSUhNMG9nS0VJQ0FnSUQtaThtSFVnEAE,Muhamad Rezza Rusviandi, 5 bintang ,,sebulan lalu
ChdDSUhNMG9nS0VJQ0FnSUQtaTZqR3lRRRAB,tionarta bakara, 5 bintang ,Bagus banget,sebulan lalu
ChZDSUhNMG9nS0VJQ0FnSUQtODRYREN3EAE,KEKAISARAN RUSSIAN, 5 bintang ,,sebulan lalu
ChZDSUhNMG9nS0VJQ0FnSUQtbzRidUpREAE,Yeti Widianti, 5 bintang ,,sebulan lalu
ChZDSUhNMG9nS0VJQ0FnSUQtbzR5emJREAE,Okki Rizki, 5 bintang ,"Luas tinggi tempatnya, ada food court juga di dalam hanya saja ramai sekali",sebulan lalu
ChdDSUhNMG9nS0VJQ0FnSUQtb19TMHBBRRAB,Indra Abdul Hadi, 5 bintang ,,sebulan lalu
ChZDSUhNMG9nS0VJQ0FnSUQtdlp5dWF3EAE,Espira Ariyana Citra, 5 bintang ,"Good

(Diterjemahkan oleh Google)
Bagus",sebulan lalu
ChZDSUhNMG9nS0VJQ0FnSUQtM2FlaFl3EAE,Kurnia Anjani, 5 bintang ,,sebulan lalu
ChZDSUhNMG9nS0VJQ0FnSUQtM1k2ZVJBEAE,Naufal Azhar, 5 bintang ,,sebulan lalu
ChdDSUhNMG9nS0VJQ0FnSUQtemRtMmdBRRAB,Very Tanjung, 5 bintang ,,sebulan lalu
ChdDSUhNMG9nS0VJQ0FnSUQtamRpNmxnRRAB,diah indah, 5 bintang ,,sebulan lalu
ChdDSUhNMG9nS0VJQ0FnSUQtOWUtQnRnRRAB,Laylulay 01, 5 bintang ,,sebulan lalu
ChdDSUhNMG9nS0VJQ0FnSUQtdGVhOGxBRRAB,Ridwan Janwar, 5 bintang ,,sebulan lalu
ChZDSUhNMG9nS0VJQ0FnSUQtbGFYeGZBEAE,Novi Nur Rahmawati, 5 bintang ,,sebulan lalu
ChZDSUhNMG9nS0VJQ0FnSUQtNWVmaEd3EAE,M.Roghi Najmuddin, 4 bintang ,,sebulan lalu
ChdDSUhNMG9nS0VJQ0FnSUQtNWRpZHR3RRAB,Nurul Linawati, 5 bintang ,"Okay

(Diterjemahkan oleh Google)
Oke",sebulan lalu
ChZDSUhNMG9nS0VJQ0FnSUQtaFlxd0tnEAE,Lutfi Alfitra, 5 bintang ,,sebulan lalu
ChdDSUhNMG9nS0VJQ0FnSUQtLVpYZWt3RRAB,fictor zalukhu, 5 bintang ,"Manas good

(Diterjemahkan oleh Google)
Manas bagus",sebulan lalu
ChZDSUhNMG9nS0VJQ0FnSUQtLWZhRlpREAE,Vira Aulia Fahreza, 5 bintang ,,sebulan lalu
ChdDSUhNMG9nS0VJQ0FnSURXb3BDMnZBRRAB,Zaki Alfarizi, 5 bintang ,,sebulan lalu
ChZDSUhNMG9nS0VJQ0FnSUQtdWNPRktBEAE,Raif Maulana, 5 bintang ,,sebulan lalu
ChdDSUhNMG9nS0VJQ0FnSUQtdWNXdjRnRRAB,Enha _g, 5 bintang ,,sebulan lalu
ChZDSUhNMG9nS0VJQ0FnSUQtdWNMZU9REAE,Fadhil Abdul Karim, 4 bintang ,,sebulan lalu
ChZDSUhNMG9nS0VJQ0FnSUQtdWNEcEpREAE,Aria Pramesvara, 3 bintang ,,sebulan lalu
ChZDSUhNMG9nS0VJQ0FnSUQtcWZ5M1JnEAE,Gina Brigida, 5 bintang ,"Ikut serta di acara kongres ilmuwan muda Indonesia.. 3 & 4 des 22 di perpustakaan nasional.
Bertemu banyak peneliti dan ilmuwan muda Indonesia yang mengabdi diluar.
Sangat menginspirasi. Thank u for having me",2 bulan lalu
ChZDSUhNMG9nS0VJQ0FnSUQteWZlaGJnEAE,Renaldi Alvianto, 5 bintang ,Koleksi bukunya lengkap. Tempatnya nyaman dan bersih.,2 bulan lalu
ChZDSUhNMG9nS0VJQ0FnSUQteVlQUEl3EAE,Fardan Morgiyota, 5 bintang ,"Tempatnya luas & nyaman. Buku-bukunya juga lumayan lengkap, serta masjidnya & kantinnya sangat nyaman.",2 bulan lalu
ChZDSUhNMG9nS0VJQ0FnSUQteWZXeVlREAE,Indra Wijaya, 3 bintang ,"Tempatnya nyaman buat baca buku, setiap lantai ada toilet & mushola, gw saranin jgn berkunjung di weekend karna lift nya jadi penuh bgt, koleksi buku yg hanya bisa di pinjam itu di lt 22 saja selebihnya cuma bisa baca di tempat, anw perpustakaan nasional tapi yg bisa daftar member cuma yg memiliki ktp jabodetabek doangan 😄 …",2 bulan lalu
ChdDSUhNMG9nS0VJQ0FnSUQteVpYQnlRRRAB,Qorinul Huda, 5 bintang ,,2 bulan lalu
ChdDSUhNMG9nS0VJQ0FnSUQteWI3eTdRRRAB,Kadek suma Adnyana Putra, 5 bintang ,"After nearly 9 years lived at Jakarta, finally got here.

Building is complex with 24 floor,
2nd floor for your membership ,
4th floor canteen and instant coffee,
Should have manual brew coffee ,hardly suggested .
12n12a floor reading lounge ,
15th  floor is reference lounge ,
24th floor is top floor with view .

My fave is not yet decided ..
I didnt have all floor visit yet .

Temporary , motorcycle park is OK.
Well, business book floor ?
I couldnt find it yet.

Thanks , thats all for now

(Diterjemahkan oleh Google)
Setelah hampir 9 tahun tinggal di Jakarta, akhirnya sampai disini.

Bangunan kompleks dengan 24 lantai,
Lantai 2 untuk keanggotaan Anda,
kantin lantai 4 dan kopi instan,
Seharusnya kopi buatan manual, hampir tidak disarankan.
ruang baca lantai 12n12a ,
Lantai 15 adalah ruang referensi,
Lantai 24 adalah lantai paling atas dengan pemandangan.

Favorit saya belum diputuskan ..
Saya belum memiliki semua kunjungan lantai.

Sementara, parkir sepeda motor baik-baik saja.
Nah, lantai buku bisnis?
Saya belum bisa menemukannya.

Terima kasih, itu saja untuk saat ini",2 bulan lalu
ChdDSUhNMG9nS0VJQ0FnSUQtaWZ6MF9RRRAB,Tri Witjaksono, 5 bintang ,"Tempat mencari literatur yang lengkap dengan gedung yang nyaman dan sejuk, sehingga betah berlama- lama .",2 bulan lalu
ChdDSUhNMG9nS0VJQ0FnSUQtc2ZDUnN3RRAB,Fitri Chrisna, 5 bintang ,"Nyaman banget tempatnya, bersih terus pas kesana ada pameran seni gratis juga",2 bulan lalu
ChdDSUhNMG9nS0VJQ0FnSUQtc2JEQzF3RRAB,Muhamad Hidayat, 5 bintang ,,2 bulan lalu
ChZDSUhNMG9nS0VJQ0FnSUQta2ZIV0NREAE,Hidayati, 5 bintang ,Semua bisa ke perpusnas dengan aman dan nyaman,2 bulan lalu
ChZDSUhNMG9nS0VJQ0FnSUQtNGF2d0VBEAE,Muhamad Refi, 4 bintang ,Sulit menemukan sumber manuskrip atau dokumen,2 bulan lalu
ChZDSUhNMG9nS0VJQ0FnSUQtZ1p6cURnEAE,Araf Abdul, 4 bintang ,,2 bulan lalu
ChZDSUhNMG9nS0VJQ0FnSUQtX3ZPVkRBEAE,romy suharto, 5 bintang ,"(Diterjemahkan oleh Google) Besar

(Asli)
Mantap",2 bulan lalu
ChdDSUhNMG9nS0VJQ0FnSUQtX3MybDlnRRAB,Ari Warokah Latif, 5 bintang ,"Good place Cozy atmosphere for millenial

(Diterjemahkan oleh Google)
Tempat yang bagus Suasana nyaman untuk milenial",2 bulan lalu
ChZDSUhNMG9nS0VJQ0FnSUQtX3JxZUhREAE,Jufridal Gusman, 5 bintang ,,2 bulan lalu
ChdDSUhNMG9nS0VJQ0FnSUQtN29iOTBRRRAB,110_ Muhammad Sholahuddin Nabil Melvin, 4 bintang ,,2 bulan lalu
ChdDSUhNMG9nS0VJQ0FnSUQtN3ZqSy1RRRAB,san budi, 5 bintang ,,2 bulan lalu
ChZDSUhNMG9nS0VJQ0FnSUQtcnQtS0tBEAE,Muhammad Arviantara Nagradaputra, 5 bintang ,,2 bulan lalu
ChZDSUhNMG9nS0VJQ0FnSUQtcnFMeEtnEAE,Just Viewer, 5 bintang ,,2 bulan lalu
ChZDSUhNMG9nS0VJQ0FnSUQtenR2QUJBEAE,Putri Aulia, 5 bintang ,,2 bulan lalu
ChZDSUhNMG9nS0VJQ0FnSUQtOW9MaFVnEAE,Syechan Joenoes, 5 bintang ,,2 bulan lalu
ChdDSUhNMG9nS0VJQ0FnSUQtOW9qOG53RRAB,Edgar Refansyah, 5 bintang ,,2 bulan lalu
ChdDSUhNMG9nS0VJQ0FnSUQtdHZHUGxBRRAB,Anugrah Arizqi, 5 bintang ,,2 bulan lalu
ChdDSUhNMG9nS0VJQ0FnSUQtMXYyUzNBRRAB,Ishak ID, 5 bintang ,"Perpustakaan dengan fasilitas yang sangat baik. Perpusnas mampu  meningkatkan minat membaca setiap golongan usia dan memberikan kenyamanan bagi pengunjung dengan berbagai fasilitas yang tersedia. Tempat yang asyik untuk mengajak keluarga tercinta untuk menambah pengetahuan umum mengenai khasanah budaya nusantara. Setiap ruangan terlihat sangat bersih dan nyaman, sehingga membuat pengunjung betah untuk berlama lama ditempat ini. Beberapa spot favorit antara lain Lantai 2 dengan pusat informasi, Lantai 4 Kantin, Lantai 19 ruang multimedia dan yang paling keren ada di Roof top lantai 24. Bagi kalian yang hendak datang kesini dengan membawa kendaraan pribadi jangan lupa menyiapkan STNK (wajib). Selain itu letaknya yang cukup strategis berada di Jl. Medan Merdeka Selatan, membuatnya mudah untuk diakses transportasi publik. Ini perpustakaan Indonesia kebanggaan Anak Bangsa... Mari kita jaga kebersihan, dan mentaati setiap aturan yang telah ditetapkan. Terimakasih 🙏",2 bulan lalu
ChZDSUhNMG9nS0VJQ0FnSUQtbHJfdkxBEAE,Irpan Batubara, 5 bintang ,Lokasinya di dekat Monas. Siapa saja boleh ke sana. Disediakan loker dan terdapat musholah serta kantin yang nyaman.,2 bulan lalu
ChZDSUhNMG9nS0VJQ0FnSUQtNXV6a0JREAE,Amruta Sharma, 5 bintang ,"Very nice and comfortable place to read

(Diterjemahkan oleh Google)
Tempat membaca yang sangat bagus dan nyaman",2 bulan lalu
ChZDSUhNMG9nS0VJQ0FnSUQtcHUtU1ZREAE,DK Jakarta, 5 bintang ,,2 bulan lalu
ChdDSUhNMG9nS0VJQ0FnSURVelk3RjZnRRAB,Ros FY, 5 bintang ,"Jangan lupa mampir ke perpusnas,  dr lt.  24 km bs menggenggam monas 😄😄
Layanan anak nyaman & tempat yg asik utk belajar & bermain …",2 bulan lalu
ChdDSUhNMG9nS0VJQ0FnSUQtLXBmdjFBRRAB,Ahmad Fudin, 5 bintang ,,2 bulan lalu
ChZDSUhNMG9nS0VJQ0FnSUQtLXBtSmJnEAE,Heru Eki Prasetya, 5 bintang ,,2 bulan lalu
ChZDSUhNMG9nS0VJQ0FnSUQtMnJXck5BEAE,Debora Anggiarini, 4 bintang ,Bagus dan bersih,2 bulan lalu
ChdDSUhNMG9nS0VJQ0FnSUQtMnFIQ3Z3RRAB,Nur Muhamad, 4 bintang ,,2 bulan lalu
ChdDSUhNMG9nS0VJQ0FnSUQtbXRmUTVRRRAB,Desi Purwanti, 5 bintang ,,2 bulan lalu
ChZDSUhNMG9nS0VJQ0FnSUQtbXNyQUpBEAE,Edi Surahman, 5 bintang ,,2 bulan lalu
ChZDSUhNMG9nS0VJQ0FnSUQtNnZTamRREAE,Salsabila Rahmayanti, 5 bintang ,Tempatnya bagus,2 bulan lalu
ChdDSUhNMG9nS0VJQ0FnSUQtaW96dHBBRRAB,NASRUDDIN ASN, 5 bintang ,,2 bulan lalu
ChdDSUhNMG9nS0VJQ0FnSUQtaXZUczlRRRAB,Abrid Madilantoro, 5 bintang ,bisa lihat monas,2 bulan lalu
ChZDSUhNMG9nS0VJQ0FnSUQtOHA3cWFnEAE,Azizah Syifa Saniyyah, 5 bintang ,,2 bulan lalu
ChdDSUhNMG9nS0VJQ0FnSUQtOHV5VWxRRRAB,Fenton Martin, 5 bintang ,,2 bulan lalu
ChdDSUhNMG9nS0VJQ0FnSUQta3NId3h3RRAB,Nur Aisyah Syabandiah, 4 bintang ,,2 bulan lalu
ChZDSUhNMG9nS0VJQ0FnSUQ2eDZLMEZREAE,Quexlea, 5 bintang ,"• Sangat baik dalam penerapan prokes, para karyawan ramah dan sopan, dan fasilitas juga cukup memadai.

• Akses kesini gak terlalu susah sih. Ada busway juga didepan perpustakaan dan bisa naik teansportasi online.

• Fasilitas super duper nyaman, banyak, dan selalu diperbaharui. Kalo nyasar oun bisa tanya ke penjaga atau liat ke dinding karena selalu ada petunjuk arahannya. Free wifi dimanapun asli!!! Passwordnya juga gampang dapat wkwk.

• Ada 25 lantai. Pas menjelajahi semua lantai sih ada yang bisa diakses ada yang gak. Soalnya, kaya lagi ada perbaikan gitu.

• Kalo soal minjem buku disini bisa sih, tapi jangan lupa ada aturannya soalnya. Area untuk belajar dekat buku itu selalu ramai. Tapi, untuk koleksi bukunya gak terlalu banyak gitu.",2 bulan lalu
ChZDSUhNMG9nS0VJQ0FnSUQtNHB5X0RREAE,Ary Meha, 5 bintang ,Tempat yang sangat bagus dan nyaman untuk membaca,2 bulan lalu
